99,0
100,0
109,0
110,0
115,0
116,0
187,0
188,0
217,0
218,0
261,0
262,0
526,0
527,0
612,0
614,0
615,0
616,0
634,0
635,0
662,0
663,0
700,0
701,0
720,0
721,0
723,0
725,0
760,0
761,0
782,0
783,0
841,0
842,0
1033,0
1035,0
1273,0
1274,0
1294,0
1296,0
1309,0
1310,0
1343,0
1345,0
1346,0
1347,0
1388,0
1389,0
1979,0
1980,0
2023,0
2024,0
2059,0
2060,0
2087,0
2088,0
2240,0
2241,0
2455,0
2456,0
2523,0
2524,0
2557,0
2558,0
2592,0
2594,0
2702,0
2704,0
2719,0
2721,0
2776,0
2777,0
2836,0
2837,0
2859,0
2860,0
2883,0
2884,0
2940,0
2941,0
2964,0
2965,0
2971,0
2972,0
3002,0
3004,0
3027,0
3028,0
3062,0
3063,0
3104,0
3106,0
3193,0
3195,0
3371,0
3372,0
3388,0
3389,0
3485,0
3486,0
3504,0
3506,0
3559,0
3560,0
3567,0
3568,0
3662,0
3663,0
3754,0
3755,0
4130,0
4132,0
4146,0
4147,0
4208,0
4210,0
4303,0
4304,0
4366,0
4367,0
4467,0
4469,0
4515,0
4517,0
4525,0
4527,0
4618,0
4619,0
4628,0
4629,0
4632,0
4633,0
4635,0
4636,0
4649,0
4650,0
4709,0
4711,0
4757,0
4758,0
4796,0
4797,0
4956,0
4957,0
5034,0
5036,0
5043,0
5044,0
5046,0
5048,0
5120,0
5121,0
5188,0
5189,0
5303,0
5304,0
5314,0
5315,0
5685,0
5686,0
5838,0
5840,0
5869,0
5871,0
5897,0
5899,0
5998,0
6000,0
6006,0
6007,0
6022,0
6024,0
6138,0
6139,0
6145,0
6146,0
6167,0
6168,0
6243,0
6244,0
6313,0
6315,0
6317,0
6318,0
6401,0
6402,0
6640,0
6642,0
6671,0
6672,0
6700,0
6701,0
6754,0
6755,0
6811,0
6812,0
6824,0
6825,0
6833,0
6835,0
6839,0
6840,0
6903,0
6904,0
7016,0
7018,0
7033,0
7034,0
7038,0
7039,0
7083,0
7084,0
7124,0
7125,0
7136,0
7137,0
7188,0
7189,0
7265,0
7267,0
7268,0
7269,0
7271,0
7272,0
7307,0
7309,0
7321,0
7323,0
7434,0
7435,0
7455,0
7456,0
7460,0
7461,0
7487,0
7488,0
7508,0
7509,0
7587,0
7589,0
7652,0
7653,0
7674,0
7676,0
7835,0
7837,0
7873,0
7874,0
7976,0
7977,0
7999,0
8000,0
8015,0
8017,0
8018,0
8019,0
8074,0
8076,0
8102,0
8104,0
8105,0
8106,0
8129,0
8130,0
8235,0
8236,0
8263,0
8265,0
8301,0
8303,0
8329,0
8330,0
8415,0
8416,0
8505,0
8506,0
8517,0
8518,0
8641,0
8642,0
8743,0
8744,0
8787,0
8788,0
8846,0
8847,0
8883,0
8884,0
8904,0
8905,0
9056,0
9057,0
9230,0
9231,0
9417,0
9418,0
9464,0
9466,0
9511,0
9512,0
9684,0
9685,0
9712,0
9713,0
9753,0
9754,0
10009,0
10010,0
10200,0
10203,0
10309,0
10310,0
10316,0
10317,0
10325,0
10327,0
10411,0
10413,0
10434,0
10435,0
10485,0
10486,0
10553,0
10554,0
10561,0
10563,0
10592,0
10593,0
10786,0
10787,0
10825,0
10826,0
10921,0
10922,0
11178,0
11179,0
11238,0
11239,0
11294,0
11295,0
11311,0
11312,0
11519,0
11520,0
11535,0
11536,0
11694,0
11695,0
11753,0
11754,0
11762,0
11763,0
11873,0
11874,0
11898,0
11900,0
11921,0
11922,0
11929,0
11931,0
11997,0
11998,0
12078,0
12079,0
12080,0
12081,0
12178,0
12179,0
12227,0
12228,0
12334,0
12336,0
12380,0
12381,0
12401,0
12402,0
12480,0
12481,0
12496,0
12497,0
12632,0
12633,0
12642,0
12643,0
12696,0
12698,0
12773,0
12774,0
12815,0
12817,0
12866,0
12868,0
12925,0
12926,0
12981,0
12982,0
13150,0
13152,0
13163,0
13164,0
13204,0
13205,0
13225,0
13226,0
13255,0
13256,0
13289,0
13290,0
13314,0
13315,0
13352,0
13353,0
13488,0
13489,0
13572,0
13573,0
13600,0
13601,0
13653,0
13654,0
13766,0
13767,0
13811,0
13813,0
13837,0
13838,0
13899,0
13900,0
13945,0
13946,0
14127,0
14128,0
14134,0
14136,0
14142,0
14144,0
14152,0
14154,0
14499,0
14500,0
14653,0
14655,0
14751,0
14752,0
14806,0
14808,0
15025,0
15026,0
15139,0
15140,0
15177,0
15178,0
15437,0
15438,0
15446,0
15447,0
15602,0
15604,0
15606,0
15608,0
15617,0
15618,0
15643,0
15645,0
15739,0
15740,0
15765,0
15766,0
15938,0
15940,0
16117,0
16118,0
16342,0
16343,0
16346,0
16348,0
16506,0
16507,0
16600,0
16601,0
16609,0
16610,0
16646,0
16647,0
16685,0
16686,0
16842,0
16844,0
16859,0
16860,0
16863,0
16864,0
16991,0
16992,0
17080,0
17082,0
17199,0
17200,0
17241,0
17242,0
17250,0
17251,0
17254,0
17256,0
17300,0
17301,0
17337,0
17338,0
17501,0
17502,0
17523,0
17524,0
17657,0
17659,0
17706,0
17707,0
17759,0
17761,0
17796,0
17798,0
17879,0
17881,0
17976,0
17978,0
18079,0
18081,0
18149,0
18150,0
18175,0
18177,0
18223,0
18225,0
18232,0
18233,0
18269,0
18270,0
18278,0
18279,0
18437,0
18438,0
18576,0
18578,0
18590,0
18591,0
18702,0
18703,0
18719,0
18722,0
18719,0
18723,0
18902,0
18903,0
18927,0
18928,0
18956,0
18957,0
19022,0
19023,0
19085,0
19086,0
19100,0
19101,0
19177,0
19179,0
19216,0
19217,0
19317,0
19318,0
19362,0
19364,0
19368,0
19369,0
19393,0
19394,0
19437,0
19438,0
19451,0
19453,0
19557,0
19558,0
19578,0
19579,0
19604,0
19606,0
19814,0
19815,0
19905,0
19906,0
19933,0
19934,0
19950,0
19951,0
20068,0
20070,0
20115,0
20116,0
20180,0
20181,0
20297,0
20299,0
20371,0
20372,0
20374,0
20376,0
20429,0
20430,0
20496,0
20497,0
20522,0
20523,0
20616,0
20618,0
20623,0
20625,0
20629,0
20630,0
20831,0
20833,0
20969,0
20971,0
21005,0
21006,0
21322,0
21323,0
21479,0
21480,0
21492,0
21493,0
21580,0
21581,0
21748,0
21749,0
21761,0
21762,0
21794,0
21796,0
21807,0
21808,0
21845,0
21846,0
21999,0
22000,0
22002,0
22004,0
22007,0
22008,0
22071,0
22072,0
22120,0
22121,0
22175,0
22176,0
22244,0
22245,0
22298,0
22299,0
22447,0
22448,0
22458,0
22460,0
22489,0
22490,0
22496,0
22497,0
22557,0
22558,0
22559,0
22560,0
22580,0
22581,0
22837,0
22839,0
22872,0
22877,0
22882,0
22884,0
22930,0
22931,0
22949,0
22951,0
22969,0
22971,0
22985,0
22986,0
23104,0
23105,0
23169,0
23170,0
23228,0
23230,0
23315,0
23316,0
23362,0
23363,0
23412,0
23414,0
23429,0
23433,0
23450,0
23451,0
23632,0
23634,0
23654,0
23655,0
23654,0
23656,0
23794,0
23795,0
23801,0
23802,0
23809,0
23810,0
23870,0
23871,0
23875,0
23876,0
23897,0
23899,0
23907,0
23908,0
23988,0
23989,0
24142,0
24143,0
24145,0
24146,0
24219,0
24221,0
24388,0
24390,0
24402,0
24403,0
24751,0
24752,0
24798,0
24799,0
24837,0
24840,0
24933,0
24934,0
24954,0
24956,0
25012,0
25014,0
25070,0
25073,0
25157,0
25158,0
25164,0
25165,0
25192,0
25193,0
25220,0
25221,0
25341,0
25342,0
25363,0
25364,0
25585,0
25586,0
25613,0
25615,0
25698,0
25700,0
25707,0
25708,0
25775,0
25778,0
25849,0
25852,0
25868,0
25869,0
25884,0
25885,0
25969,0
25970,0
25987,0
25988,0
26060,0
26061,0
26127,0
26128,0
26166,0
26167,0
26257,0
26258,0
26262,0
26264,0
26421,0
26422,0
26468,0
26469,0
